nb-points,sum-abs
318,1.2738064105978186e+00
319,1.2471387781003578e+00
320,1.1512540317052595e+00
321,1.2085961595587142e+00
322,1.2520551374066189e+00
323,1.1464099708996240e+00
324,1.2328505267642804e+00
325,1.2739619198266690e+00
326,1.1752251695097824e+00
327,1.2470126105233330e+00
328,1.2594330878414350e+00
329,1.2306114585699872e+00
330,1.2018200522656464e+00
331,1.2681963106854262e+00
332,1.2844859662954675e+00
333,1.2211242772754849e+00
334,1.2748118845174246e+00
335,1.3198682066036789e+00
336,1.1585394273974223e+00
337,1.3300734185873773e+00
338,1.2456375062025993e+00
339,1.1371715746277788e+00
340,1.3109407994701487e+00
341,1.2514552876507485e+00
342,1.1872520626520533e+00
343,1.3697971968647096e+00
344,1.1765073542270617e+00
345,1.2718978390076709e+00
346,1.2952284679898778e+00
347,1.1500889806739976e+00
348,1.2567123952210268e+00
349,1.2559206500258706e+00
350,1.1911131803400079e+00
351,1.2700058314999321e+00
352,1.1558151470808633e+00
353,1.2648566384286732e+00
354,1.1974858234644266e+00
355,1.1375873166977113e+00
356,1.2424989068505283e+00
357,1.1862506522499661e+00
358,1.2184762013763868e+00
359,1.2642664409767190e+00
360,1.1361118207788776e+00
361,1.2457094252754626e+00
362,1.1545731295924948e+00
363,1.2003619278791087e+00
364,1.2688566426915071e+00
365,1.1401198693033900e+00
366,1.2455743300890896e+00
367,1.2510897396496885e+00
368,1.1457900983190752e+00
369,1.2758331767001694e+00
370,1.1622181579395774e+00
371,1.1783063308846471e+00
372,1.2603631364324719e+00
373,1.1660816268599277e+00
374,1.2230348099888293e+00
375,1.2516042062293351e+00
376,1.1884163646485648e+00
377,1.2558021717729155e+00
378,1.1922586514287272e+00
379,1.1752301896154118e+00
380,1.1760889726294115e+00
381,1.2009678668123751e+00
382,1.1862919209916012e+00
383,1.2382212359516864e+00
384,1.2190810647966843e+00
385,1.2276165717762322e+00
386,1.1714165207380898e+00
387,1.1999025400091869e+00
388,1.1471086265998940e+00
389,1.1763751068857149e+00
390,1.1579197457958184e+00
391,1.1881908428972321e+00
392,1.2175302687480734e+00
393,1.2136450221391752e+00
394,1.1880900475913436e+00
395,1.2041826713413186e+00
396,1.1300483075479877e+00
397,1.1602247461549084e+00
398,1.1707887803363211e+00
399,1.1964571470709600e+00
400,1.1990116925321996e+00
401,1.1991384399532399e+00
402,1.2149455903657624e+00
403,1.1938607536731023e+00
404,1.1407670631950355e+00
405,1.1563445755398130e+00
406,1.1176779614300671e+00
407,1.1437477221812296e+00
408,1.1450251152503732e+00
409,1.1685265710009254e+00
410,1.1905416738547907e+00
411,1.1824930827719786e+00
412,1.1524375177620525e+00
413,1.1325987268567577e+00
414,1.1154482907681484e+00
415,1.1437687233661660e+00
416,1.1223863075078462e+00
417,1.1719628965708628e+00
418,1.1590158969927062e+00
419,1.1595096326589576e+00
420,1.1764583692171429e+00
421,1.1608674728421928e+00
422,1.1517230239761420e+00
423,1.1553191266652387e+00
424,1.1382888267170985e+00
425,1.1676378140570867e+00
426,1.1613213185960904e+00
427,1.2061947860475404e+00
428,1.1790400188426013e+00
429,1.1423806469903197e+00
430,1.1372811766645032e+00
431,1.1741462549607928e+00
432,1.1690704662391247e+00
433,1.2011595035686835e+00
434,1.1824912927566003e+00
435,1.1370762779268684e+00
436,1.1330983908736389e+00
437,1.1850532066942252e+00
438,1.1751943264481965e+00
439,1.2006785418305150e+00
440,1.1668716338906824e+00
441,1.1421470885485641e+00
442,1.1733282790017239e+00
443,1.2270444383804315e+00
444,1.1767840842768185e+00
445,1.1720117393484701e+00
446,1.1425121267592335e+00
447,1.1734086326167519e+00
448,1.1825606212941004e+00
449,1.2140683870334270e+00
450,1.1731491620022960e+00
451,1.1637141139866145e+00
452,1.1707422806429755e+00
453,1.1859390604086986e+00
454,1.2017430637510889e+00
455,1.1964666686549321e+00
456,1.1443112303103438e+00
457,1.1756852072436710e+00
458,1.1952103110460290e+00
459,1.2066681217319410e+00
460,1.1737898778561853e+00
461,1.1619873379633792e+00
462,1.1372407609046233e+00
463,1.1654938770521055e+00
464,1.1742673171786213e+00
465,1.1658046082759452e+00
466,1.1870063953364953e+00
467,1.1874924540319742e+00
468,1.1754970399970754e+00
469,1.1769281479107463e+00
470,1.1287533450117906e+00
471,1.1549339046418896e+00
472,1.1428385652993154e+00
473,1.1550117489814191e+00
474,1.1417136988897225e+00
475,1.1370335447733932e+00
476,1.1677210174331245e+00
477,1.1610159187865345e+00
478,1.1259845732647267e+00
479,1.1372966782037905e+00
480,1.1437117746215653e+00
481,1.1655759885618049e+00
482,1.1638492064357566e+00
483,1.1447433364864581e+00
484,1.1601676183529379e+00
485,1.1811382992585733e+00
486,1.1540468445493361e+00
487,1.1268430136744050e+00
488,1.1015123843901373e+00
489,1.1547331135710430e+00
490,1.1522727207269161e+00
491,1.1667851187011582e+00
492,1.1478292014146247e+00
493,1.1303108103499464e+00
494,1.1836094144575213e+00
495,1.2219717789334237e+00
496,1.1635781353608934e+00
497,1.1423769796371266e+00
498,1.1361100112650968e+00
499,1.1852473802795154e+00
500,1.1951208349943994e+00
